['metadata.dataVersion', '2']
['info.participants[3].challenges.fullTeamTakedown', 0]
['info.participants[3].challenges.gameLength', 1594.744587047]
['info.participants[3].challenges.getTakedownsInAllLanesEarlyJungleAsLaner', 0]
['info.participants[3].challenges.goldPerMinute', 669.6997178574052]
['info.participants[3].challenges.hadAfkTeammate', 1]
['info.participants[3].challenges.hadOpenNexus', 0]
['info.participants[3].challenges.immobilizeAndKillWithAlly', 21]
['info.participants[3].challenges.initialBuffCount', 0]
['info.participants[3].challenges.initialCrabCount', 0]
['info.participants[3].challenges.jungleCsBefore10Minutes', 0]
['info.participants[3].challenges.junglerTakedownsNearDamagedEpicMonster', 0]
['info.participants[3].challenges.kTurretsDestroyedBeforePlatesFall', 0]
['info.participants[3].challenges.kda', 26]
['info.participants[3].challenges.killAfterHiddenWithAlly', 0]
['info.participants[3].challenges.killParticipation', 0.35135135135135137]
['info.participants[3].challenges.killedChampTookFullTeamDamageSurvived', 1]
['info.participants[3].challenges.killingSprees', 1]
['info.participants[3].challenges.killsNearEnemyTurret', 0]
['info.participants[3].challenges.killsOnOtherLanesEarlyJungleAsLaner', 0]
['info.participants[3].challenges.killsOnRecentlyHealedByAramPack', 0]
['info.participants[3].challenges.killsUnderOwnTurret', 0]
['info.participants[3].challenges.killsWithHelpFromEpicMonster', 0]
['info.participants[3].challenges.knockEnemyIntoTeamAndKill', 0]
['info.participants[3].challenges.landSkillShotsEarlyGame', 0]
['info.participants[3].challenges.laneMinionsFirst10Minutes', 0]
['info.participants[3].challenges.legendaryCount', 1]
['info.participants[3].challenges.lostAnInhibitor', 0]
['info.participants[3].challenges.maxKillDeficit', 6]
['info.participants[3].challenges.mejaisFullStackInTime', 0]
['info.participants[3].challenges.moreEnemyJungleThanOpponent', 0]
['info.participants[3].challenges.multiKillOneSpell', 1]
['info.participants[3].challenges.multiTurretRiftHeraldCount', 0]
['info.participants[3].challenges.multikills', 1]
['info.participants[3].challenges.multikillsAfterAggressiveFlash', 0]
['info.participants[3].challenges.outerTurretExecutesBefore10Minutes', 0]
['info.participants[3].challenges.outnumberedKills', 0]
['info.participants[3].challenges.outnumberedNexusKill', 0]
['info.participants[3].challenges.perfectDragonSoulsTaken', 0]
['info.participants[3].challenges.perfectGame', 0]
['info.participants[3].challenges.pickKillWithAlly', 24]
['info.participants[3].challenges.poroExplosions', 0]
['info.participants[3].challenges.quickCleanse', 0]
['info.participants[3].challenges.quickFirstTurret', 0]
['info.participants[3].challenges.quickSoloKills', 0]
['info.participants[3].challenges.riftHeraldTakedowns', 0]
['info.participants[3].challenges.saveAllyFromDeath', 0]
['info.participants[3].challenges.scuttleCrabKills', 0]
['info.participants[3].challenges.skillshotsDodged', 65]
['info.participants[3].challenges.skillshotsHit', 5]
['info.participants[3].challenges.snowballsHit', 0]
['info.participants[3].challenges.soloBaronKills', 0]
['info.participants[3].challenges.soloKills', 0]
['info.participants[3].challenges.stealthWardsPlaced', 0]
['info.participants[3].challenges.survivedSingleDigitHpCount', 0]
['info.participants[3].challenges.survivedThreeImmobilizesInFight', 16]
['info.participants[3].challenges.takedownOnFirstTurret', 0]
['info.participants[3].challenges.takedowns', 26]
['info.participants[3].challenges.takedownsAfterGainingLevelAdvantage', 0]
['info.participants[3].challenges.takedownsBeforeJungleMinionSpawn', 0]
['info.participants[3].challenges.takedownsFirstXMinutes', 15]
['info.participants[3].challenges.takedownsInAlcove', 0]
['info.participants[3].challenges.takedownsInEnemyFountain', 0]
['info.participants[3].challenges.teamBaronKills', 0]
['info.participants[3].challenges.teamDamagePercentage', 0.1113125235649967]
['info.participants[3].challenges.teamElderDragonKills', 0]
['info.participants[3].challenges.teamRiftHeraldKills', 0]
['info.participants[3].challenges.tookLargeDamageSurvived', 7]
['info.participants[3].challenges.turretPlatesTaken', 0]
['info.participants[3].challenges.turretTakedowns', 0]
['info.participants[3].challenges.turretsTakenWithRiftHerald', 0]
['info.participants[3].challenges.twentyMinionsIn3SecondsCount', 0]
['info.participants[3].challenges.twoWardsOneSweeperCount', 0]
['info.participants[3].challenges.unseenRecalls', 0]
['info.participants[3].challenges.visionScorePerMinute', 0]
['info.participants[3].challenges.voidMonsterKill', 0]
['info.participants[3].challenges.wardTakedowns', 0]
['info.participants[3].challenges.wardTakedownsBefore20M', 0]
['info.participants[3].challenges.wardsGuarded', 16]
['info.participants[3].champExperience', 17000]
['info.participants[3].champLevel', 18]
['info.participants[3].championId', 113]
['info.participants[3].championName', 'Sejuani']
['info.participants[3].championTransform', 0]
['info.participants[3].commandPings', 0]
['info.participants[3].consumablesPurchased', 7]
['info.participants[3].damageDealtToBuildings', 0]
['info.participants[3].damageDealtToEpicMonsters', 0]
['info.participants[3].damageDealtToObjectives', 0]
['info.participants[3].damageDealtToTurrets', 0]
['info.participants[3].damageSelfMitigated', 163331]
['info.participants[3].dangerPings', 0]
['info.participants[3].deaths', 1]
['info.participants[3].detectorWardsPlaced', 0]
['info.participants[3].doubleKills', 1]
['info.participants[3].dragonKills', 0]
['info.participants[3].eligibleForProgression', True]
['info.participants[3].enemyMissingPings', 9]
['info.participants[3].enemyVisionPings', 0]
['info.participants[3].firstBloodAssist', False]
['info.participants[3].firstBloodKill', False]
['info.participants[3].firstTowerAssist', False]
['info.participants[3].firstTowerKill', False]
['info.participants[3].gameEndedInEarlySurrender', False]
['info.participants[3].gameEndedInSurrender', False]
['info.participants[3].getBackPings', 0]
['info.participants[3].goldEarned', 17800]
['info.participants[3].goldSpent', 17750]
['info.participants[3].holdPings', 0]
['info.participants[3].individualPosition', 'Invalid']
['info.participants[3].inhibitorKills', 0]
['info.participants[3].inhibitorTakedowns', 0]
['info.participants[3].inhibitorsLost', 0]
['info.participants[3].item0', 443063]
['info.participants[3].item1', 222502]
['info.participants[3].item2', 443059]
['info.participants[3].item3', 226665]
['info.participants[3].item4', 224401]
['info.participants[3].item5', 443061]
['info.participants[3].item6', 3348]
['info.participants[3].itemsPurchased', 16]
['info.participants[3].killingSprees', 0]
['info.participants[3].kills', 11]
['info.participants[3].lane', 'TOP']
['info.participants[3].largestCriticalStrike', 274]
['info.participants[3].largestKillingSpree', 10]
['info.participants[3].largestMultiKill', 2]
['info.participants[3].longestTimeSpentLiving', 130]
['info.participants[3].magicDamageDealt', 24462]
['info.participants[3].magicDamageDealtToChampions', 15677]
['info.participants[3].magicDamageTaken', 13074]
['info.participants[3].missions.playerScore0', 1]
['info.participants[3].missions.playerScore1', 13]
['info.participants[3].missions.playerScore2', 1589.533203125]
['info.participants[3].missions.playerScore3', 0.5785742402076721]
['info.participants[3].missions.playerScore4', 12.350000381469727]
['info.participants[3].missions.playerScore5', 3468.034912109375]
['info.participants[3].missions.playerScore6', 3926.13525390625]
['info.participants[3].missions.playerScore7', 1604.1539306640625]
['info.participants[3].missions.playerScore8', 25.2467098236084]
['info.participants[3].missions.playerScore9', 0]
['info.participants[3].missions.playerScore10', 0]
['info.participants[3].missions.playerScore11', 0]
['info.participants[3].needVisionPings', 0]
['info.participants[3].neutralMinionsKilled', 0]
['info.participants[3].nexusKills', 0]
['info.participants[3].nexusLost', 0]
['info.participants[3].nexusTakedowns', 0]
['info.participants[3].objectivesStolen', 0]
['info.participants[3].objectivesStolenAssists', 0]
['info.participants[3].onMyWayPings', 0]
['info.participants[3].participantId', 4]
['info.participants[3].pentaKills', 0]
['info.participants[3].perks.statPerks.defense', 0]
['info.participants[3].perks.statPerks.flex', 0]
['info.participants[3].perks.statPerks.offense', 0]
['info.participants[3].perks.styles[0].description', 'primaryStyle']
['info.participants[3].perks.styles[0].selections[0].perk', 0]
['info.participants[3].perks.styles[0].selections[0].var1', 0]
['info.participants[3].perks.styles[0].selections[0].var2', 0]
['info.participants[3].perks.styles[0].selections[0].var3', 0]
['info.participants[3].perks.styles[0].selections[1].perk', 0]
['info.participants[3].perks.styles[0].selections[1].var1', 0]
['info.participants[3].perks.styles[0].selections[1].var2', 0]
['info.participants[3].perks.styles[0].selections[1].var3', 0]
['info.participants[3].perks.styles[0].selections[2].perk', 0]
['info.participants[3].perks.styles[0].selections[2].var1', 0]
['info.participants[3].perks.styles[0].selections[2].var2', 0]
['info.participants[3].perks.styles[0].selections[2].var3', 0]
['info.participants[3].perks.styles[0].selections[3].perk', 0]
['info.participants[3].perks.styles[0].selections[3].var1', 0]
['info.participants[3].perks.styles[0].selections[3].var2', 0]
['info.participants[3].perks.styles[0].selections[3].var3', 0]
['info.participants[3].perks.styles[0].style', 0]
['info.participants[3].perks.styles[1].description', 'subStyle']
['info.participants[3].perks.styles[1].selections[0].perk', 0]
['info.participants[3].perks.styles[1].selections[0].var1', 0]
['info.participants[3].perks.styles[1].selections[0].var2', 0]
['info.participants[3].perks.styles[1].selections[0].var3', 0]
['info.participants[3].perks.styles[1].selections[1].perk', 0]
['info.participants[3].perks.styles[1].selections[1].var1', 0]
['info.participants[3].perks.styles[1].selections[1].var2', 0]
['info.participants[3].perks.styles[1].selections[1].var3', 0]
['info.participants[3].perks.styles[1].style', 0]
['info.participants[3].physicalDamageDealt', 58914]
['info.participants[3].physicalDamageDealtToChampions', 29406]
['info.participants[3].physicalDamageTaken', 22822]
['info.participants[3].placement', 1]
['info.participants[3].playerAugment1', 171]
['info.participants[3].playerAugment2', 242]
['info.participants[3].playerAugment3', 18]
['info.participants[3].playerAugment4', 67]
['info.participants[3].playerAugment5', 64]
['info.participants[3].playerAugment6', 0]
['info.participants[3].playerSubteamId', 1]
['info.participants[3].profileIcon', 6271]
['info.participants[3].pushPings', 0]
['info.participants[3].puuid', 'hIozJbPnDaVAT2R5gxa-jB3Abqn4b5a_pnsZ_l2XWmEKsqvvUNScNHL7jkoAjhYS1eTBVH88ktww3A']
['info.participants[3].quadraKills', 0]
['info.participants[3].retreatPings', 0]
['info.participants[3].riotIdGameName', 'AdCarryJerry']
['info.participants[3].riotIdTagline', 'Zeri']
['info.participants[3].role', 'SUPPORT']
['info.participants[3].sightWardsBoughtInGame', 0]
['info.participants[3].spell1Casts', 73]
['info.participants[3].spell2Casts', 113]
['info.participants[3].spell3Casts', 57]
['info.participants[3].spell4Casts', 26]
['info.participants[3].subteamPlacement', 1]
['info.participants[3].summoner1Casts', 4]
['info.participants[3].summoner1Id', 2202]
['info.participants[3].summoner2Casts', 6]
['info.participants[3].summoner2Id', 2201]
['info.participants[3].summonerId', 'yuAPPWAYEgwWGrGH2tRIRe3HIhn5y6nY6tyGmbX5gZes4BFpyumrOi_WVA']
['info.participants[3].summonerLevel', 411]
['info.participants[3].summonerName', '']
['info.participants[3].teamEarlySurrendered', False]
['info.participants[3].teamId', 100]
['info.participants[3].teamPosition', '']
['info.participants[3].timeCCingOthers', 114]
['info.participants[3].timePlayed', 1594]
['info.participants[3].totalAllyJungleMinionsKilled', 0]
['info.participants[3].totalDamageDealt', 83377]
['info.participants[3].totalDamageDealtToChampions', 45084]
['info.participants[3].totalDamageShieldedOnTeammates', 0]
['info.participants[3].totalDamageTaken', 51039]
['info.participants[3].totalEnemyJungleMinionsKilled', 0]
['info.participants[3].totalHeal', 20854]
['info.participants[3].totalHealsOnTeammates', 0]
['info.participants[3].totalMinionsKilled', 0]
['info.participants[3].totalTimeCCDealt', 328]
['info.participants[3].totalTimeSpentDead', 346]
['info.participants[3].totalUnitsHealed', 1]
['info.participants[3].tripleKills', 0]
['info.participants[3].trueDamageDealt', 0]
['info.participants[3].trueDamageDealtToChampions', 0]
['info.participants[3].trueDamageTaken', 15142]
['info.participants[3].turretKills', 0]
['info.participants[3].turretTakedowns', 0]
['info.participants[3].turretsLost', 0]
['info.participants[3].unrealKills', 0]
['info.participants[3].visionClearedPings', 0]
['info.participants[3].visionScore', 0]
['info.participants[3].visionWardsBoughtInGame', 0]
['info.participants[3].wardsKilled', 0]
['info.participants[3].wardsPlaced', 0]
['info.participants[3].win', True]
['info.participants[4].PlayerScore0', 8]
['info.participants[4].PlayerScore1', 7]
['info.participants[4].PlayerScore10', 0]
['info.participants[4].PlayerScore11', 0]
['info.participants[4].PlayerScore2', 868.0191040039062]
['info.participants[4].PlayerScore3', 0.39841270446777344]
['info.participants[4].PlayerScore4', -0.1499999761581421]
['info.participants[4].PlayerScore5', 3876.779541015625]
['info.participants[4].PlayerScore6', 3042.28271484375]
['info.participants[4].PlayerScore7', 1009.857177734375]
['info.participants[4].PlayerScore8', 3.032808780670166]
['info.participants[4].PlayerScore9', 0]
['info.participants[4].allInPings', 0]
['info.participants[4].assistMePings', 0]
['info.participants[4].assists', 1]
['info.participants[4].baronKills', 0]
['info.participants[4].basicPings', 0]
['info.participants[4].challenges.12AssistStreakCount', 0]
['info.participants[4].challenges.HealFromMapSources', 2012.492359161377]
['info.participants[4].challenges.InfernalScalePickup', 0]
['info.participants[4].challenges.SWARM_DefeatAatrox', 0]
['info.participants[4].challenges.SWARM_DefeatBriar', 0]
['info.participants[4].challenges.SWARM_DefeatMiniBosses', 0]
['info.participants[4].challenges.SWARM_EvolveWeapon', 0]
['info.participants[4].challenges.SWARM_Have3Passives', 0]
['info.participants[4].challenges.SWARM_KillEnemy', 0]
['info.participants[4].challenges.SWARM_PickupGold', 0]
['info.participants[4].challenges.SWARM_ReachLevel50', 0]
['info.participants[4].challenges.SWARM_Survive15Min', 0]
['info.participants[4].challenges.SWARM_WinWith5EvolvedWeapons', 0]
['info.participants[4].challenges.abilityUses', 65]
['info.participants[4].challenges.acesBefore15Minutes', 1]
['info.participants[4].challenges.alliedJungleMonsterKills', 0]
['info.participants[4].challenges.baronTakedowns', 0]
['info.participants[4].challenges.blastConeOppositeOpponentCount', 1]
['info.participants[4].challenges.bountyGold', 0]
['info.participants[4].challenges.buffsStolen', 0]
['info.participants[4].challenges.completeSupportQuestInTime', 0]
['info.participants[4].challenges.controlWardsPlaced', 0]
['info.participants[4].challenges.damagePerMinute', 1021.0082027633888]
['info.participants[4].challenges.damageTakenOnTeamPercentage', 0.0679880405099824]
['info.participants[4].challenges.dancedWithRiftHerald', 0]
['info.participants[4].challenges.deathsByEnemyChamps', 7]
['info.participants[4].challenges.dodgeSkillShotsSmallWindow', 0]
['info.participants[4].challenges.doubleAces', 0]
['info.participants[4].challenges.dragonTakedowns', 0]
['info.participants[4].challenges.effectiveHealAndShielding', 0]
['info.participants[4].challenges.elderDragonKillsWithOpposingSoul', 0]
['info.participants[4].challenges.elderDragonMultikills', 0]
['info.participants[4].challenges.enemyChampionImmobilizations', 3]
['info.participants[4].challenges.enemyJungleMonsterKills', 0]
['info.participants[4].challenges.epicMonsterKillsNearEnemyJungler', 0]
['info.participants[4].challenges.epicMonsterKillsWithin30SecondsOfSpawn', 0]
['info.participants[4].challenges.epicMonsterSteals', 0]
['info.participants[4].challenges.epicMonsterStolenWithoutSmite', 0]
['info.participants[4].challenges.firstTurretKilled', 0]
['info.participants[4].challenges.fistBumpParticipation', 0]
['info.participants[4].challenges.flawlessAces', 1]
['info.participants[4].challenges.fullTeamTakedown', 0]
['info.participants[4].challenges.gameLength', 1594.744587047]
['info.participants[4].challenges.getTakedownsInAllLanesEarlyJungleAsLaner', 0]
['info.participants[4].challenges.goldPerMinute', 253.9591626706452]
['info.participants[4].challenges.hadOpenNexus', 0]
['info.participants[4].challenges.immobilizeAndKillWithAlly', 0]
['info.participants[4].challenges.initialBuffCount', 0]
['info.participants[4].challenges.initialCrabCount', 0]
['info.participants[4].challenges.jungleCsBefore10Minutes', 0]
['info.participants[4].challenges.junglerTakedownsNearDamagedEpicMonster', 0]
['info.participants[4].challenges.kTurretsDestroyedBeforePlatesFall', 0]
['info.participants[4].challenges.kda', 0.42857142857142855]
['info.participants[4].challenges.killAfterHiddenWithAlly', 0]
['info.participants[4].challenges.killParticipation', 0.11538461538461539]
['info.participants[4].challenges.killedChampTookFullTeamDamageSurvived', 0]
['info.participants[4].challenges.killingSprees', 0]
['info.participants[4].challenges.killsNearEnemyTurret', 0]
['info.participants[4].challenges.killsOnOtherLanesEarlyJungleAsLaner', 0]
['info.participants[4].challenges.killsOnRecentlyHealedByAramPack', 0]
['info.participants[4].challenges.killsUnderOwnTurret', 0]
['info.participants[4].challenges.killsWithHelpFromEpicMonster', 0]
['info.participants[4].challenges.knockEnemyIntoTeamAndKill', 0]
['info.participants[4].challenges.landSkillShotsEarlyGame', 0]
['info.participants[4].challenges.laneMinionsFirst10Minutes', 0]
['info.participants[4].challenges.legendaryCount', 0]
['info.participants[4].challenges.lostAnInhibitor', 0]
['info.participants[4].challenges.maxKillDeficit', 0]
['info.participants[4].challenges.mejaisFullStackInTime', 0]
['info.participants[4].challenges.moreEnemyJungleThanOpponent', 0]
['info.participants[4].challenges.multiKillOneSpell', 0]
['info.participants[4].challenges.multiTurretRiftHeraldCount', 0]
['info.participants[4].challenges.multikills', 0]
['info.participants[4].challenges.multikillsAfterAggressiveFlash', 0]
['info.participants[4].challenges.outerTurretExecutesBefore10Minutes', 0]
['info.participants[4].challenges.outnumberedKills', 0]
['info.participants[4].challenges.outnumberedNexusKill', 0]
['info.participants[4].challenges.perfectDragonSoulsTaken', 0]
['info.participants[4].challenges.perfectGame', 0]
['info.participants[4].challenges.pickKillWithAlly', 3]
['info.participants[4].challenges.poroExplosions', 0]
['info.participants[4].challenges.quickCleanse', 0]
['info.participants[4].challenges.quickFirstTurret', 0]
['info.participants[4].challenges.quickSoloKills', 0]
['info.participants[4].challenges.riftHeraldTakedowns', 0]
['info.participants[4].challenges.saveAllyFromDeath', 0]
['info.participants[4].challenges.scuttleCrabKills', 0]
['info.participants[4].challenges.shortestTimeToAceFromFirstTakedown', 23.144350161999967]
['info.participants[4].challenges.skillshotsDodged', 26]
['info.participants[4].challenges.skillshotsHit', 0]
['info.participants[4].challenges.snowballsHit', 0]
['info.participants[4].challenges.soloBaronKills', 0]
['info.participants[4].challenges.soloKills', 0]
['info.participants[4].challenges.stealthWardsPlaced', 0]
['info.participants[4].challenges.survivedSingleDigitHpCount', 0]
['info.participants[4].challenges.survivedThreeImmobilizesInFight', 4]
['info.participants[4].challenges.takedownOnFirstTurret', 0]
['info.participants[4].challenges.takedowns', 3]
['info.participants[4].challenges.takedownsAfterGainingLevelAdvantage', 0]
['info.participants[4].challenges.takedownsBeforeJungleMinionSpawn', 0]
['info.participants[4].challenges.takedownsFirstXMinutes', 3]
['info.participants[4].challenges.takedownsInAlcove', 0]
['info.participants[4].challenges.takedownsInEnemyFountain', 0]
['info.participants[4].challenges.teamBaronKills', 0]
['info.participants[4].challenges.teamDamagePercentage', 0.12352419529201913]
['info.participants[4].challenges.teamElderDragonKills', 0]
['info.participants[4].challenges.teamRiftHeraldKills', 0]
['info.participants[4].challenges.tookLargeDamageSurvived', 0]
['info.participants[4].challenges.turretPlatesTaken', 0]
['info.participants[4].challenges.turretTakedowns', 0]
['info.participants[4].challenges.turretsTakenWithRiftHerald', 0]
['info.participants[4].challenges.twentyMinionsIn3SecondsCount', 0]
['info.participants[4].challenges.twoWardsOneSweeperCount', 0]
['info.participants[4].challenges.unseenRecalls', 0]
['info.participants[4].challenges.visionScorePerMinute', 0]
['info.participants[4].challenges.voidMonsterKill', 0]
['info.participants[4].challenges.wardTakedowns', 0]
['info.participants[4].challenges.wardTakedownsBefore20M', 0]
['info.participants[4].challenges.wardsGuarded', 2]
['info.participants[4].champExperience', 12000]
['info.participants[4].champLevel', 13]
['info.participants[4].championId', 55]
['info.participants[4].championName', 'Katarina']
['info.participants[4].championTransform', 0]
['info.participants[4].commandPings', 0]
['info.participants[4].consumablesPurchased', 0]
['info.participants[4].damageDealtToBuildings', 0]
['info.participants[4].damageDealtToEpicMonsters', 0]
['info.participants[4].damageDealtToObjectives', 0]
['info.participants[4].damageDealtToTurrets', 0]
['info.participants[4].damageSelfMitigated', 14360]
['info.participants[4].dangerPings', 0]
['info.participants[4].deaths', 7]
['info.participants[4].detectorWardsPlaced', 0]
['info.participants[4].doubleKills', 0]
['info.participants[4].dragonKills', 0]
['info.participants[4].eligibleForProgression', True]
['info.participants[4].enemyMissingPings', 0]
['info.participants[4].enemyVisionPings', 0]
['info.participants[4].firstBloodAssist', False]
['info.participants[4].firstBloodKill', False]
['info.participants[4].firstTowerAssist', False]
['info.participants[4].firstTowerKill', False]
['info.participants[4].gameEndedInEarlySurrender', False]
['info.participants[4].gameEndedInSurrender', False]
['info.participants[4].getBackPings', 0]
['info.participants[4].goldEarned', 6750]
['info.participants[4].goldSpent', 6000]
['info.participants[4].holdPings', 0]
['info.participants[4].individualPosition', 'Invalid']
['info.participants[4].inhibitorKills', 0]
['info.participants[4].inhibitorTakedowns', 0]
['info.participants[4].inhibitorsLost', 0]
['info.participants[4].item0', 223184]
['info.participants[4].item1', 223006]
['info.participants[4].item2', 443054]
['info.participants[4].item3', 223153]
['info.participants[4].item4', 223124]
['info.participants[4].item5', 0]
['info.participants[4].item6', 3348]
['info.participants[4].itemsPurchased', 6]
['info.participants[4].killingSprees', 0]
['info.participants[4].kills', 2]
['info.participants[4].lane', 'BOTTOM']
['info.participants[4].largestCriticalStrike', 0]
['info.participants[4].largestKillingSpree', 2]
['info.participants[4].largestMultiKill', 1]
['info.participants[4].longestTimeSpentLiving', 120]
['info.participants[4].magicDamageDealt', 22626]
['info.participants[4].magicDamageDealtToChampions', 8814]
['info.participants[4].magicDamageTaken', 13571]
['info.participants[4].missions.playerScore0', 8]
['info.participants[4].missions.playerScore1', 7]
['info.participants[4].missions.playerScore2', 868.0191040039062]
['info.participants[4].missions.playerScore3', 0.39841270446777344]
['info.participants[4].missions.playerScore4', -0.1499999761581421]
['info.participants[4].missions.playerScore5', 3876.779541015625]
['info.participants[4].missions.playerScore6', 3042.28271484375]
['info.participants[4].missions.playerScore7', 1009.857177734375]
['info.participants[4].missions.playerScore8', 3.032808780670166]
['info.participants[4].missions.playerScore9', 0]
['info.participants[4].missions.playerScore10', 0]
['info.participants[4].missions.playerScore11', 0]
['info.participants[4].needVisionPings', 0]
['info.participants[4].neutralMinionsKilled', 0]
['info.participants[4].nexusKills', 0]
['info.participants[4].nexusLost', 0]
['info.participants[4].nexusTakedowns', 0]
['info.participants[4].objectivesStolen', 0]
['info.participants[4].objectivesStolenAssists', 0]
['info.participants[4].onMyWayPings', 0]
['info.participants[4].participantId', 5]
['info.participants[4].pentaKills', 0]
['info.participants[4].perks.statPerks.defense', 0]
['info.participants[4].perks.statPerks.flex', 0]
['info.participants[4].perks.statPerks.offense', 0]
['info.participants[4].perks.styles[0].description', 'primaryStyle']
['info.participants[4].perks.styles[0].selections[0].perk', 0]
['info.participants[4].perks.styles[0].selections[0].var1', 0]
['info.participants[4].perks.styles[0].selections[0].var2', 0]
['info.participants[4].perks.styles[0].selections[0].var3', 0]
['info.participants[4].perks.styles[0].selections[1].perk', 0]
['info.participants[4].perks.styles[0].selections[1].var1', 0]
['info.participants[4].perks.styles[0].selections[1].var2', 0]
['info.participants[4].perks.styles[0].selections[1].var3', 0]
['info.participants[4].perks.styles[0].selections[2].perk', 0]
['info.participants[4].perks.styles[0].selections[2].var1', 0]
['info.participants[4].perks.styles[0].selections[2].var2', 0]
['info.participants[4].perks.styles[0].selections[2].var3', 0]
['info.participants[4].perks.styles[0].selections[3].perk', 0]
['info.participants[4].perks.styles[0].selections[3].var1', 0]
['info.participants[4].perks.styles[0].selections[3].var2', 0]
['info.participants[4].perks.styles[0].selections[3].var3', 0]
['info.participants[4].perks.styles[0].style', 0]
['info.participants[4].perks.styles[1].description', 'subStyle']
['info.participants[4].perks.styles[1].selections[0].perk', 0]
['info.participants[4].perks.styles[1].selections[0].var1', 0]
['info.participants[4].perks.styles[1].selections[0].var2', 0]
['info.participants[4].perks.styles[1].selections[0].var3', 0]
['info.participants[4].perks.styles[1].selections[1].perk', 0]
['info.participants[4].perks.styles[1].selections[1].var1', 0]
['info.participants[4].perks.styles[1].selections[1].var2', 0]
['info.participants[4].perks.styles[1].selections[1].var3', 0]
['info.participants[4].perks.styles[1].style', 0]
['info.participants[4].physicalDamageDealt', 37224]
['info.participants[4].physicalDamageDealtToChampions', 11853]
['info.participants[4].physicalDamageTaken', 6787]
['info.participants[4].placement', 8]
['info.participants[4].playerAugment1', 32]
['info.participants[4].playerAugment2', 242]
['info.participants[4].playerAugment3', 195]
['info.participants[4].playerAugment4', 0]
['info.participants[4].playerAugment5', 0]
['info.participants[4].playerAugment6', 0]
['info.participants[4].playerSubteamId', 2]
['info.participants[4].profileIcon', 6802]
['info.participants[4].pushPings', 0]
['info.participants[4].puuid', 'xVwtDgu2798qA3VszVbrOofmEDpOKJZxsoTfCG9ZiAsChubW1AqEZyzM3nvDJVkwc5vgbwh1bvDxnA']
['info.participants[4].quadraKills', 0]
['info.participants[4].retreatPings', 0]
['info.participants[4].riotIdGameName', 'Voracity']
['info.participants[4].riotIdTagline', 'kei']
['info.participants[4].role', 'SOLO']
['info.participants[4].sightWardsBoughtInGame', 0]
['info.participants[4].spell1Casts', 29]
['info.participants[4].spell2Casts', 23]
['info.participants[4].spell3Casts', 0]
['info.participants[4].spell4Casts', 13]
['info.participants[4].subteamPlacement', 8]
['info.participants[4].summoner1Casts', 2]
['info.participants[4].summoner1Id', 2202]
['info.participants[4].summoner2Casts', 1]
['info.participants[4].summoner2Id', 2201]
['info.participants[4].summonerId', 'eQcgik4E3fVt6FHyAkrPJkpVnB8pqDUOHjkF4sC5s73u2ZghyNgVdYLWbQ']
['info.participants[4].summonerLevel', 364]
['info.participants[4].summonerName', '']
['info.participants[4].teamEarlySurrendered', False]
['info.participants[4].teamId', 200]
['info.participants[4].teamPosition', '']
['info.participants[4].timeCCingOthers', 4]
['info.participants[4].timePlayed', 868]
['info.participants[4].totalAllyJungleMinionsKilled', 0]
['info.participants[4].totalDamageDealt', 79746]
['info.participants[4].totalDamageDealtToChampions', 27137]
['info.participants[4].totalDamageShieldedOnTeammates', 0]
['info.participants[4].totalDamageTaken', 21295]
['info.participants[4].totalEnemyJungleMinionsKilled', 0]
['info.participants[4].totalHeal', 7069]
['info.participants[4].totalHealsOnTeammates', 0]
['info.participants[4].totalMinionsKilled', 0]
['info.participants[4].totalTimeCCDealt', 21]
['info.participants[4].totalTimeSpentDead', 416]
['info.participants[4].totalUnitsHealed', 1]
['info.participants[4].tripleKills', 0]
['info.participants[4].trueDamageDealt', 19894]
['info.participants[4].trueDamageDealtToChampions', 6468]
['info.participants[4].trueDamageTaken', 936]
['info.participants[4].turretKills', 0]
['info.participants[4].turretTakedowns', 0]
['info.participants[4].turretsLost', 0]
['info.participants[4].unrealKills', 0]
['info.participants[4].visionClearedPings', 0]
['info.participants[4].visionScore', 0]
['info.participants[4].visionWardsBoughtInGame', 0]
['info.participants[4].wardsKilled', 0]
['info.participants[4].wardsPlaced', 0]
['info.participants[4].win', False]
['info.participants[5].PlayerScore0', 1]
['info.participants[5].PlayerScore1', 13]
['info.participants[5].PlayerScore10', 0]
['info.participants[5].PlayerScore11', 0]
['info.participants[5].PlayerScore2', 1589.533203125]
['info.participants[5].PlayerScore3', 0.5785742402076721]
['info.participants[5].PlayerScore4', 14.100000381469727]
['info.participants[5].PlayerScore5', 6456.90185546875]
['info.participants[5].PlayerScore6', 5830.7880859375]
['info.participants[5].PlayerScore7', 3471.307861328125]
['info.participants[5].PlayerScore8', 72.12149810791016]
['info.participants[5].PlayerScore9', 0]
['info.participants[5].allInPings', 0]
['info.participants[5].assistMePings', 0]
['info.participants[5].assists', 11]
['info.participants[5].baronKills', 0]
['info.participants[5].basicPings', 0]
['info.participants[5].challenges.12AssistStreakCount', 0]
['info.participants[5].challenges.HealFromMapSources', 10656.929992675781]
['info.participants[5].challenges.InfernalScalePickup', 0]
['info.participants[5].challenges.SWARM_DefeatAatrox', 0]
['info.participants[5].challenges.SWARM_DefeatBriar', 0]
